   5.9626989e+00   5.6070729e+00   5.3070450e+00   5.2073598e+00   5.2095738e+00   5.2897312e+00   5.5973296e+00   6.0712972e+00   6.2923693e+00   6.0635339e+00   5.5553434e+00   5.2404923e+00   5.1722110e+00   5.2004064e+00   5.3099604e+00   5.4121961e+00   5.3256885e+00   5.0279819e+00   4.6927170e+00   4.7254380e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.2855414e+00   7.0793088e+00   6.6203941e+00   6.2711830e+00   6.0186965e+00   5.9462967e+00   5.9396976e+00   6.0413641e+00   6.2684622e+00   6.3647337e+00   6.3007666e+00   6.1674388e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.2771406e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.5924120e+00   6.0871820e+00   0.0000000e+00   0.0000000e+00   8.1842442e+00   8.5730667e+00   7.9177699e+00   7.4677811e+00   6.8130112e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.7494292e+00   8.9030113e+00   9.3698854e+00   8.5858297e+00   7.4397330e+00   7.0192437e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.5566149e+00   9.2072067e+00   9.5406380e+00   9.5006065e+00   9.1229572e+00   8.8860130e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.6315279e+00   8.0611973e+00   8.8321142e+00   9.5150146e+00   9.9195423e+00   9.5902147e+00   9.2621765e+00   8.3660488e+00   8.3304291e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0110058e+01   1.0570865e+01   1.0502504e+01   1.0410144e+01   1.0207110e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.5746250e+00   9.3758965e+00   1.0581836e+01   1.1011359e+01   1.1325397e+01   1.1485584e+01   1.1377681e+01   1.0162568e+01   9.5649433e+00   8.6551838e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1581076e+01   1.2050716e+01   1.2005266e+01   1.1158366e+01   1.0081785e+01   9.4864988e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.2669535e+00   9.4051199e+00   1.0564598e+01   1.1696124e+01   1.2032986e+01   1.2118327e+01   1.2078671e+01   1.1976306e+01   1.1194512e+01   1.0519327e+01   8.7801094e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1379335e+01   1.2295827e+01   1.2036819e+01   1.1805631e+01   1.0842403e+01   9.9352856e+00   9.1873541e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.8777790e+00   9.8880672e+00   1.1159197e+01   1.2004354e+01   1.2132539e+01   1.1846779e+01   1.1458017e+01   1.1432386e+01   1.1182661e+01   1.0869604e+01   8.8344316e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.6739388e+00   1.2125738e+01   1.2220112e+01   1.1351481e+01   1.0870398e+01   1.0309966e+01   1.0038946e+01   0.0000000e+00   8.4691935e+00   8.5317898e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.3694617e+00   1.0063552e+01   1.1173673e+01   1.1649187e+01   1.1327650e+01   1.0455234e+01   9.7572558e+00   9.9578685e+00   1.0148443e+01   1.0531998e+01   9.0471919e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0948355e+01   1.2013529e+01   1.1413203e+01   1.0352245e+01   9.6180059e+00   9.8648553e+00   1.0384729e+01   9.0646976e+00   8.4720483e+00   7.8379184e+00   7.9630077e+00   6.8368015e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   9.8812733e+00   1.0375467e+01   1.0218376e+01   1.0396330e+01   1.0346515e+01   9.6249208e+00   9.3571930e+00   9.5563831e+00   9.3606920e+00   8.8495855e+00   8.8237762e+00   8.5363445e+00   7.7091398e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.9691124e+00   9.4086666e+00   9.3212566e+00   9.3651314e+00   9.4929209e+00   9.7826538e+00   9.3871260e+00   0.0000000e+00   0.0000000e+00   7.0570865e+00   7.3548145e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.0039844e+01   1.0422507e+01   1.0043849e+01   9.8764162e+00   9.9014578e+00   9.5162754e+00   9.3285170e+00   9.6606617e+00   9.4898596e+00   9.0021963e+00   8.6293402e+00   8.2369995e+00   7.5357294e+00   0.0000000e+00   1.0162172e+01   9.6494007e+00   9.3911114e+00   9.0395164e+00   9.0109329e+00   8.9465055e+00   9.2837801e+00   9.6770239e+00   8.7733107e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
